Filing Period,Taxable Amount,Total AmountDue,Date Paid,Name,Street Address,City,State,Zip
20-Dec,6749.39,2024.81,1/4/2021,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
16-Jan,8128,2438.4,2/29/2016,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
16-Nov,6109.32,1832.79,12/26/2016,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
17-Feb,3223.12,966.93,3/4/2017,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
17-Dec,14071.27,4221.38,1/9/2018,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
15-Oct,19020.91,5706.27,3/10/2016,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
24-Jul,111966.32,33589.89,8/23/2024,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
16-May,1162.5,348.75,7/7/2017,Cosmic Fog Vapors,3115 Airway Avenue,Costa Mesa,CA,92626
16-Sep,72.85,21.85,10/11/2016,"Delhaize America Distribution, LLC",1703 East D Street,Butner,NC,27509
17-May,268,80.4,6/29/2017,VapeCulture LLC,18959 Bonanza Way,Gaithersburg,MD,20879
17-Jun,15789.17,4736.75,7/7/2017,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
15-Oct,5274.75,1582.42,12/3/2015,Bethesda Vapor Company,4823 Fairmont Ave.,Bethesda,Maryland,20814
16-May,1269.04,380.71,6/23/2016,George J. Falter Co. Inc.,3501 Benson Avenue,Baltimore,MD,21227
21-Dec,2912.69,873.8,1/6/2022,smokeisland3 inc,815 hungerford drive,Rockville,Montgomery,20850
16-Dec,47879.66,14363.89,1/19/2017,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
16-Oct,1190.38,357.11,11/22/2016,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,Baltimore,MD,21230
16-Dec,212.2,63.66,1/8/2017,"Delhaize America Distribution, LLC",1703 East D Street,Butner,NC,27509
16-Mar,28604.41,8581.32,4/22/2016,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
16-Oct,1123.64,337.09,12/27/2016,Bethesda Vapor Company,4823 Fairmont Ave.,Bethesda,Maryland,20814
16-Jun,1348.83,404.64,7/20/2016,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,Baltimore,MD,21230
20-Oct,6855.9,2056.77,11/1/2020,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
15-Oct,300.85,90.25,11/19/2015,The H.T. Hackney Co,118 Enterprise Drive,Madison Heights,VA,24572
16-Feb,486.79,146.03,3/16/2016,Core-Mark Distributors Inc.,P.O.Box 21009,Seattle,WA,98111
21-Dec,1303.22,390.96,2/16/2022,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
17-Feb,1423.7,427.11,3/24/2017,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
21-Aug,1604.15,481.24,2/16/2022,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
17-Jul,1512.95,453.88,8/2/2017,Noon LLC,7902 georgia ave,silver spring,md,20910
16-Aug,61.06,18.31,9/12/2016,Core-Mark Distributors Inc.,P.O.Box 21009,Seattle,WA,98111
16-Aug,15773.03,4731.9,9/2/2016,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
16-Apr,1124.14,337.24,6/2/2016,Noon LLC,7902 georgia ave,silver spring,md,20910
16-Jun,1520,456,7/7/2017,Cosmic Fog Vapors,3115 Airway Avenue,Costa Mesa,CA,92626
17-Apr,62.7,18.81,5/10/2017,Core-Mark Distributors Inc.,P.O.Box 21009,Seattle,WA,98111
15-Aug,159.8,47.94,10/2/2015,RRV Enterpises LLC DBA Vapor World,3102 Epperly Drive,Del City,Oklahoma,73115
16-Dec,1547.5,464.25,1/9/2017,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
16-Dec,24356.23,7306.86,2/1/2017,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
20-Jun,84105.54,25231.66,7/6/2020,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
16-Nov,1479,443.7,12/20/2016,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
18-Feb,46486.2,13945.86,3/8/2018,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
16-Jan,4915,1474.5,2/6/2016,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
17-Aug,21388.55,6416.56,9/26/2017,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
18-Jan,17056.06,5116.81,2/15/2018,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
20-Sep,742,222.6,10/31/2020,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
15-Sep,4983.73,1495.11,10/2/2015,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
18-Jan,4281.86,1284.55,2/2/2018,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
18-Feb,1281.78,384.53,3/13/2018,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
20-Oct,4319.5,1295.85,11/1/2020,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
16-Jun,6048.57,1814.57,7/5/2016,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
17-Nov,47.5,14.25,12/5/2017,"Delhaize America Distribution, LLC",1703 East D Street,Butner,NC,27509
16-Dec,1053.54,316.06,1/19/2017,George J. Falter Co. Inc.,3501 Benson Avenue,Baltimore,MD,21227
15-Dec,1167.56,350.26,1/28/2016,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,Baltimore,MD,21230
16-Sep,1303,390.9,10/3/2016,Noon LLC,7902 georgia ave,silver spring,md,20910
16-May,7436,2230.8,6/30/2016,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
18-Mar,1352.38,405.71,4/11/2018,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
20-Feb,2120.9,636.27,3/17/2020,"RJR Vapor Co., LLC",P.O. Box 2959,Winston Salem,NC,27101-2959
16-May,45404.34,13621.3,6/27/2016,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
16-Jun,1961.67,588.5,7/20/2016,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
17-Jun,1218.54,365.56,7/28/2017,George J. Falter Co. Inc.,3501 Benson Avenue,Baltimore,MD,21227
15-Nov,4567.73,1370.31,1/7/2016,Bethesda Vapor Company,4823 Fairmont Ave.,Bethesda,Maryland,20814
17-Jun,199.5,59.85,7/17/2017,"C&S Wholesale Grocers, Inc (AWI)",Tax Department,Keene,NH,3431
16-May,4621.87,1386.56,6/23/2016,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
16-Feb,4922.49,1476.74,3/8/2016,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
17-Jul,22180.6,6654.18,8/28/2017,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
17-Jan,104.5,31.35,2/1/2017,"Delhaize America Distribution, LLC",1703 East D Street,Butner,NC,27509
17-May,152,45.6,6/19/2017,"C&S Wholesale Grocers, Inc (AWI)",Tax Department,Keene,NH,3431
16-Feb,2760.14,828.04,4/4/2016,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
17-Nov,401,120.3,12/31/2017,VapeCulture LLC,18959 Bonanza Way,Gaithersburg,MD,20879
16-Aug,1665.5,499.65,9/20/2016,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,Baltimore,MD,21230
17-Jan,7985,2395.5,2/28/2017,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
16-Jan,1706.5,511.95,7/7/2017,Cosmic Fog Vapors,3115 Airway Avenue,Costa Mesa,CA,92626
17-Mar,9671.14,2901.34,4/30/2017,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
20-Feb,73164.44,21949.33,3/3/2020,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
17-Nov,12902.72,3870.81,12/29/2017,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
16-Jun,48073.54,14422.06,7/22/2016,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
20-Dec,4216.5,1264.95,1/4/2021,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
15-Sep,46082.67,13824.8,10/29/2015,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
17-Dec,1649.09,494.72,1/18/2018,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
15-Dec,4215,1264.5,1/4/2016,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
16-Oct,49904.83,14971.44,11/23/2016,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
17-Oct,2101.07,630.32,11/28/2017,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
15-Aug,750,225,10/2/2015,Elite Vape,11221 dolfield blvd #103,Owings Mills,MD,21117
21-Jun,1061.36,318.4,2/16/2022,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
16-Jul,7021.1,2106.33,9/8/2016,Action House Vape,9433 Georgia Avenue,Silver Spring,Maryland,20910
17-Oct,142.5,42.75,11/17/2017,"C&S Wholesale Grocers, Inc. (AWI)",10 Optical Avenue,Keene,New Hampshire,3431
16-Jun,1395,418.5,7/28/2016,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
15-Aug,40.5,12.15,9/28/2015,Walmart Stores Inc,702 SW 8th St Mail Stop 0555,Bentonville,AR,72716
20-Apr,664.25,199.27,5/29/2020,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
17-Oct,793.94,238.18,11/29/2017,George J. Falter Co. Inc.,3501 Benson Avenue,Baltimore,MD,21227
17-Apr,2691,807.3,6/5/2017,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
15-Aug,9793.97,2938.19,9/30/2015,Bethesda Vapor Company,4823 Fairmont Ave.,Bethesda,Maryland,20814
15-Oct,247.43,74.22,11/25/2015,Core-Mark Distributors Inc.,P.O.Box 21009,Seattle,WA,98111
16-Mar,1373.6,412.08,4/20/2016,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,Baltimore,MD,21230
16-Aug,6724,2017.2,9/30/2016,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
16-Dec,2193,657.9,2/13/2017,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
18-Feb,447,134.1,3/1/2018,Noon LLC,7902 georgia ave,silver spring,md,20910
17-Nov,34812.01,10443.6,12/11/2017,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
16-Feb,6079.87,1823.96,4/4/2016,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
16-Jun,1938.47,581.54,7/20/2016,George J. Falter Co. Inc.,3501 Benson Avenue,Baltimore,MD,21227
16-Aug,781.17,234.35,9/20/2016,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
18-Feb,17640.74,5292.22,3/28/2018,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
17-Jul,6274,1882.2,9/1/2017,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
17-Jun,1217.9,365.37,7/3/2017,Noon LLC,7902 georgia ave,silver spring,md,20910
15-Dec,226.33,67.89,1/22/2016,Core-Mark Distributors Inc.,P.O.Box 21009,Seattle,WA,98111
17-May,1647.97,494.39,6/22/2017,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
17-Jul,59348.63,17804.58,8/16/2017,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
18-Jan,118.75,35.62,2/12/2018,"C&S Wholesale Grocers, Inc. (AWI)",10 Optical Avenue,Keene,New Hampshire,3431
16-Oct,6320.77,1896.23,11/29/2016,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
15-Sep,1114,334.2,10/30/2015,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
17-May,12908.44,3872.53,6/14/2017,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
15-Oct,4502.63,1350.78,11/4/2015,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
16-Jan,3927.86,1178.35,2/2/2016,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
16-Jan,45706,13711.8,2/24/2016,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
17-Dec,847.63,254.28,2/27/2018,Bethesda Vapor Company,4823 Fairmont Ave.,Bethesda,Maryland,20814
15-Sep,10.6,3.18,10/23/2015,George J. Falter Co. Inc.,3501 Benson Avenue,Baltimore,MD,21227
17-Nov,2748,824.4,1/2/2018,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
20-Feb,2955.88,886.76,3/19/2020,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
17-Sep,12850.4,3855.12,10/4/2017,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
16-Aug,5883.77,1765.13,9/28/2016,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
17-May,1147.93,344.37,7/8/2017,Bethesda Vapor Company,4823 Fairmont Ave.,Bethesda,Maryland,20814
17-Dec,956.58,286.97,1/2/2018,Noon LLC,7902 georgia ave,silver spring,md,20910
17-Jul,1173.69,352.1,8/19/2017,Bethesda Vapor Company,4823 Fairmont Ave.,Bethesda,Maryland,20814
15-Dec,56518.17,16955.45,1/26/2016,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
17-Sep,16443.6,4933.08,10/23/2017,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
17-Feb,1470.63,441.18,3/26/2017,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
16-Jan,9655.87,2896.76,3/5/2016,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
16-Nov,63985.93,19195.77,12/13/2016,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
17-Oct,3526,1057.8,11/7/2017,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
17-Aug,12323.89,3697.16,9/28/2017,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
18-Feb,6328,1898.4,3/31/2018,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
17-Mar,1262.27,378.68,5/17/2017,Bethesda Vapor Company,4823 Fairmont Ave.,Bethesda,Maryland,20814
17-Jun,1396.49,418.94,7/31/2017,Bethesda Vapor Company,4823 Fairmont Ave.,Bethesda,Maryland,20814
18-Jan,149.5,44.85,2/1/2018,"Delhaize America Distribution, LLC",1703 East D Street,Butner,NC,27509
15-Sep,19661.23,5898.36,3/10/2016,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
16-Sep,3201.98,960.59,10/4/2016,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
17-Jan,550.9,165.27,2/1/2017,Noon LLC,7902 georgia ave,silver spring,md,20910
21-Dec,53647.44,16094.23,1/4/2022,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
20-Feb,2908.66,872.59,3/9/2020,George J. Falter Co. Inc.,3501 Benson Avenue,Baltimore,MD,21227
15-Dec,4879.53,1463.85,2/19/2016,Bethesda Vapor Company,4823 Fairmont Ave.,Bethesda,Maryland,20814
16-Jul,2174,652.2,9/8/2016,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
16-May,1931.9,579.57,6/30/2016,VapeCulture LLC,18959 Bonanza Way,Gaithersburg,MD,20879
16-Aug,353.4,106.02,9/5/2016,"Delhaize America Distribution, LLC",1703 East D Street,Butner,NC,27509
16-Dec,1103.23,330.96,1/12/2017,Noon LLC,7902 georgia ave,silver spring,md,20910
17-May,62608.26,18782.47,6/13/2017,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
16-Mar,646.6,193.98,4/12/2016,"Delhaize America Distribution, LLC",1703 East D Street,Butner,NC,27509
16-Mar,3095.55,928.66,5/3/2016,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
20-Jul,1202.66,360.79,8/20/2020,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
17-Jan,8823.66,2647.09,3/2/2017,Action House Vape,9433 Georgia Avenue,Silver Spring,Maryland,20910
15-Sep,83.67,25.1,10/22/2015,"CB Distributors, Inc.",2500 Kennedy Drive,Beloit,WI,53511
17-Aug,227,68.1,9/30/2017,VapeCulture LLC,18959 Bonanza Way,Gaithersburg,MD,20879
20-Dec,7384.83,2215.44,1/7/2021,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
21-Mar,1481.3,444.39,2/16/2022,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
16-Jan,14834.35,4450.3,2/17/2016,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
18-Jan,43930.7,13179.21,2/16/2018,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
17-Jan,1223.74,367.12,2/23/2017,Bethesda Vapor Company,4823 Fairmont Ave.,Bethesda,Maryland,20814
15-Nov,10020.5,3006.15,1/7/2016,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
18-Jan,789.67,236.9,2/27/2018,Bethesda Vapor Company,4823 Fairmont Ave.,Bethesda,Maryland,20814
16-Jul,637,191.1,8/19/2016,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,Baltimore,MD,21230
20-Feb,20681.64,6204.49,3/23/2020,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
17-Jun,388.25,116.47,7/5/2017,"Delhaize America Distribution, LLC",1703 East D Street,Butner,NC,27509
15-Nov,19325.52,5797.65,3/10/2016,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
17-May,2495,748.5,7/1/2017,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
15-Oct,503,150.9,12/2/2015,Noon LLC,7902 georgia ave,silver spring,md,20910
16-Jul,1660.75,498.22,8/2/2016,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
17-Jan,12296.53,3688.95,2/2/2017,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
17-Jun,19915.92,5974.77,7/11/2017,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
15-Sep,296.91,89.07,10/1/2015,RRV Enterpises LLC DBA Vapor World,3102 Epperly Drive,Del City,Oklahoma,73115
16-May,22484.31,6745.29,6/21/2016,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
16-Oct,7472.94,2241.88,11/22/2016,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
16-Jan,4287.36,1286.2,3/17/2016,Bethesda Vapor Company,4823 Fairmont Ave.,Bethesda,Maryland,20814
21-Feb,7129.5,2138.85,3/1/2021,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
16-Apr,4505.76,1351.72,5/4/2016,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
15-Oct,135.95,40.78,11/30/2015,RRV Enterpises LLC DBA Vapor World,3102 Epperly Drive,Del City,Oklahoma,73115
17-Jan,44870.14,13461.04,2/23/2017,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
16-Jan,437.8,131.34,2/8/2016,"Delhaize America Distribution, LLC",1703 East D Street,Butner,NC,27509
17-Sep,178.25,53.47,10/4/2017,"Delhaize America Distribution, LLC",1703 East D Street,Butner,NC,27509
16-Oct,21256.79,6377.03,11/29/2016,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
16-Feb,14569.75,4370.92,3/14/2016,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
18-Jan,1892.75,567.82,3/13/2018,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
15-Aug,644,193.2,9/28/2015,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
16-Sep,15657.43,4697.22,10/4/2016,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
20-Feb,6311.7,1893.51,3/27/2020,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
16-Dec,5112.58,1533.77,1/27/2017,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
15-Dec,5329.31,1598.79,2/2/2016,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
15-Sep,1348.11,404.43,10/26/2015,VapeCulture LLC,18959 Bonanza Way,Gaithersburg,MD,20879
17-Mar,9062.14,2718.64,4/25/2017,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
15-Sep,68.26,20.47,10/19/2015,Noon LLC,7902 georgia ave,silver spring,md,20910
18-Feb,3096,928.8,3/30/2018,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
17-Dec,4724.67,1417.4,1/13/2018,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
16-Apr,1030.2,309.06,5/20/2016,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,Baltimore,MD,21230
16-Sep,1931.07,579.32,10/19/2016,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
16-Jul,5260,1578,8/31/2016,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
17-Mar,552.5,165.75,4/30/2017,VapeCulture LLC,18959 Bonanza Way,Gaithersburg,MD,20879
16-Mar,644,193.2,4/4/2016,Noon LLC,7902 georgia ave,silver spring,md,20910
16-Apr,3848.75,1154.62,5/6/2016,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
18-Feb,693.27,207.98,4/11/2018,Bethesda Vapor Company,4823 Fairmont Ave.,Bethesda,Maryland,20814
16-Mar,1327.93,398.37,5/19/2016,Bethesda Vapor Company,4823 Fairmont Ave.,Bethesda,Maryland,20814
17-Feb,8711.35,2613.4,3/31/2017,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
18-Jan,31862.5,9558.75,2/26/2018,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
21-Nov,1753.36,526,2/16/2022,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
21-Sep,858.79,257.63,2/16/2022,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
16-Dec,7234.05,2170.21,1/29/2017,MJ Vape LLC,19328 Montgomery Village Ave,Gaithersburg,Maryland,20886
17-Sep,1550.77,465.23,10/25/2017,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
17-Aug,15727.4,4718.22,9/6/2017,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
16-Jun,3013.02,903.9,7/1/2016,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
17-May,62.7,18.81,6/12/2017,Core-Mark Distributors Inc.,P.O.Box 21009,Seattle,WA,98111
17-Mar,26744.54,8023.36,4/28/2017,"AVAIL Vapor, LLC",820 Southlake Blvd,Richmond,Virginia,23236
15-Nov,101.37,30.41,1/11/2016,Elite Vape,11221 dolfield blvd #103,Owings Mills,MD,21117
16-Jun,521.55,156.46,7/12/2016,"Delhaize America Distribution, LLC",1703 East D Street,Butner,NC,27509
17-Feb,2140,642,4/13/2017,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
16-Jun,8535,2560.5,7/29/2016,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
16-Aug,337.15,101.14,9/30/2016,VapeCulture LLC,18959 Bonanza Way,Gaithersburg,MD,20879
17-Jul,12888.47,3866.54,8/2/2017,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
17-Mar,5538.56,1661.56,4/1/2017,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
22-Apr,4240,1272,5/31/2022,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
17-Sep,2695,808.5,10/30/2017,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
15-Aug,24217,7265.1,10/2/2015,Vape Ink LLC,765 Rockville Pike,Rockville,Maryland,20852
16-Apr,690,207,7/7/2017,Cosmic Fog Vapors,3115 Airway Avenue,Costa Mesa,CA,92626
16-May,2490,747,6/28/2016,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
17-Oct,5502.09,1650.62,11/4/2017,"Airpark Vapor, LLC",9871 Main Street,Damascus,MD,20872
16-May,4104.4,1231.32,6/1/2016,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
16-May,274.72,82.41,6/20/2016,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,Baltimore,MD,21230
16-Sep,829.74,248.92,10/20/2016,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,Baltimore,MD,21230
17-Oct,1293.86,388.15,12/14/2017,Bethesda Vapor Company,4823 Fairmont Ave.,Bethesda,Maryland,20814
17-Mar,444.52,133.35,4/18/2017,"C&S Wholesale Grocers, Inc (AWI)",Tax Department,Keene,NH,3431
16-Oct,199.5,59.85,11/4/2016,"Delhaize America Distribution, LLC",1703 East D Street,Butner,NC,27509
15-Nov,568,170.4,1/6/2016,Noon LLC,7902 georgia ave,silver spring,md,20910
17-Mar,756.72,227.01,4/26/2017,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,Baltimore,MD,21230
17-Jan,62.7,18.81,2/21/2017,Core-Mark Distributors Inc.,P.O.Box 21009,Seattle,WA,98111
