Precinct,Race,LegislativeDistrict,CountyCouncil,CongressionalDistrict,CounterGroup,CounterType,SumOfCount
SEA 34-1482,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Counted,72
SEA 34-1482,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Under Voted,1
SEA 34-1482,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,No,15
SEA 34-1482,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Yes,56
SEA 34-1482,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Over Voted,0
SEA 34-1484,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Registered Voters,495
SEA 34-1484,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Counted,84
SEA 34-1484,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Under Voted,2
SEA 34-1484,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,No,24
SEA 34-1484,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Yes,58
SEA 34-1484,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Over Voted,0
SEA 34-1484,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Registered Voters,495
SEA 34-1484,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Counted,84
SEA 34-1484,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Under Voted,2
SEA 34-1484,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,No,33
SEA 34-1484,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Yes,49
SEA 34-1484,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Over Voted,0
SEA 34-1484,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Registered Voters,495
SEA 34-1484,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Counted,84
SEA 34-1484,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Under Voted,10
SEA 34-1484,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1B,37
SEA 34-1484,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1A,37
SEA 34-1484,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Over Voted,0
SEA 34-1484,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Registered Voters,495
SEA 34-1484,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Counted,84
SEA 34-1484,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Under Voted,2
SEA 34-1484,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,No,19
SEA 34-1484,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Yes,63
SEA 34-1484,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Over Voted,0
SEA 34-1485,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Registered Voters,544
SEA 34-1485,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Counted,95
SEA 34-1485,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Under Voted,1
SEA 34-1485,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,No,28
SEA 34-1485,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Yes,66
SEA 34-1485,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Over Voted,0
SEA 34-1485,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Registered Voters,544
SEA 34-1485,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Counted,95
SEA 34-1485,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Under Voted,4
SEA 34-1485,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,No,30
SEA 34-1485,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Yes,61
SEA 34-1485,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Over Voted,0
SEA 34-1485,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Registered Voters,544
SEA 34-1485,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Counted,95
SEA 34-1485,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Under Voted,9
SEA 34-1485,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1B,42
SEA 34-1485,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1A,43
SEA 34-1485,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Over Voted,1
SEA 34-1485,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Registered Voters,544
SEA 34-1485,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Counted,95
SEA 34-1485,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Under Voted,2
SEA 34-1485,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,No,25
SEA 34-1485,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Yes,68
SEA 34-1485,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Over Voted,0
SEA 34-1486,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Registered Voters,418
SEA 34-1486,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Counted,80
SEA 34-1486,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Under Voted,2
SEA 34-1486,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,No,27
SEA 34-1486,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Yes,51
SEA 34-1486,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Over Voted,0
SEA 34-1486,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Registered Voters,418
SEA 34-1486,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Counted,80
SEA 34-1486,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Under Voted,2
SEA 34-1486,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,No,30
SEA 34-1486,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Yes,48
SEA 34-1486,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Over Voted,0
SEA 34-1486,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Registered Voters,418
SEA 34-1486,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Counted,80
SEA 34-1486,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Under Voted,15
SEA 34-1486,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1B,26
SEA 34-1486,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1A,39
SEA 34-1486,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Over Voted,0
SEA 34-1486,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Registered Voters,418
SEA 34-1486,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Counted,80
SEA 34-1486,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Under Voted,3
SEA 34-1486,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,No,25
SEA 34-1486,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Yes,52
SEA 34-1486,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Over Voted,0
SHL 32-0396,Proposed Shoreline Fire Department Regional Fire Authority Proposition No. 1,32,1,7,Total,Registered Voters,882
SHL 32-0396,Proposed Shoreline Fire Department Regional Fire Authority Proposition No. 1,32,1,7,Total,Times Counted,153
SHL 32-0396,Proposed Shoreline Fire Department Regional Fire Authority Proposition No. 1,32,1,7,Total,Times Under Voted,0
SHL 32-0396,Proposed Shoreline Fire Department Regional Fire Authority Proposition No. 1,32,1,7,Total,Yes,128
SHL 32-0396,Proposed Shoreline Fire Department Regional Fire Authority Proposition No. 1,32,1,7,Total,No,25
SHL 32-0396,Proposed Shoreline Fire Department Regional Fire Authority Proposition No. 1,32,1,7,Total,Times Over Voted,0
SEA 34-1487,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Registered Voters,907
SEA 34-1487,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Counted,160
SEA 34-1487,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Under Voted,3
SEA 34-1487,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,No,50
SEA 34-1487,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Yes,107
SEA 34-1487,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Over Voted,0
SEA 34-1487,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Registered Voters,907
SEA 34-1487,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Counted,160
SEA 34-1487,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Under Voted,2
SEA 34-1487,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,No,55
SEA 34-1487,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Yes,103
SEA 34-1487,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Over Voted,0
SEA 34-1487,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Registered Voters,907
SEA 34-1487,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Counted,160
SEA 34-1487,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Under Voted,16
SEA 34-1487,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1B,61
SEA 34-1487,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1A,83
SEA 34-1487,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Over Voted,0
SEA 34-1487,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Registered Voters,907
SEA 34-1487,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Counted,160
SEA 34-1487,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Under Voted,2
SEA 34-1487,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,No,39
SEA 34-1487,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Yes,119
SEA 34-1487,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Over Voted,0
SEA 34-1488,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Registered Voters,535
SEA 34-1488,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Counted,61
SEA 34-1488,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Under Voted,0
SEA 34-1488,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,No,25
SEA 34-1488,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Yes,36
SEA 34-1488,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Over Voted,0
SEA 34-1488,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Registered Voters,535
SEA 34-1488,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Counted,61
SEA 34-1488,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Under Voted,0
SEA 34-1488,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,No,15
SEA 34-1488,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Yes,46
SEA 34-1488,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Over Voted,0
SEA 34-1488,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Registered Voters,535
SEA 34-1488,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Counted,61
SEA 34-1488,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Under Voted,5
SEA 34-1488,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1B,13
SEA 34-1488,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1A,43
SEA 34-1488,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Over Voted,0
SEA 34-1488,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Registered Voters,535
SEA 34-1488,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Counted,61
SEA 34-1488,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Under Voted,0
SEA 34-1488,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,No,16
SEA 34-1488,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Yes,45
SEA 34-1488,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Over Voted,0
SEA 34-1489,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Registered Voters,571
SEA 34-1489,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Counted,96
SEA 34-1489,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Under Voted,0
SEA 34-1489,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,No,19
SEA 34-1489,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Yes,77
SEA 34-1489,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Over Voted,0
SEA 34-1489,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Registered Voters,571
SEA 34-1489,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Counted,96
SEA 34-1489,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Under Voted,0
SEA 34-1489,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,No,24
SEA 34-1489,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Yes,72
SEA 34-1489,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Over Voted,0
SEA 34-1489,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Registered Voters,571
SEA 34-1489,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Counted,96
SEA 34-1489,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Under Voted,6
SEA 34-1489,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1B,34
SEA 34-1489,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1A,56
SEA 34-1489,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Over Voted,0
SEA 34-1489,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Registered Voters,571
SEA 34-1489,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Counted,96
SEA 34-1489,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Under Voted,0
SEA 34-1489,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,No,18
SEA 34-1489,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Yes,78
SEA 34-1489,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Over Voted,0
SEA 34-1490,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Registered Voters,522
SEA 34-1490,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Counted,90
SEA 34-1490,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Under Voted,2
SEA 34-1490,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,No,26
SEA 34-1490,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Yes,62
SEA 34-1490,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Over Voted,0
SEA 34-1490,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Registered Voters,522
SEA 34-1490,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Counted,90
SEA 34-1490,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Under Voted,0
SEA 34-1490,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,No,23
SEA 34-1490,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Yes,66
SEA 34-1490,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Over Voted,1
SEA 34-1490,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Registered Voters,522
SEA 34-1490,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Counted,90
SEA 34-1490,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Under Voted,1
SEA 34-1490,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1B,28
SEA 34-1490,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1A,61
SEA 34-1490,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Over Voted,0
SEA 34-1490,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Registered Voters,522
SEA 34-1490,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Counted,90
SEA 34-1490,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Under Voted,3
SEA 34-1490,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,No,17
SEA 34-1490,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Yes,70
SEA 34-1490,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Over Voted,0
SEA 34-1493,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Registered Voters,867
SEA 34-1493,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Counted,137
SEA 34-1493,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Under Voted,5
SEA 34-1493,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,No,30
SEA 34-1493,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Yes,102
SEA 34-1493,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Over Voted,0
SEA 34-1493,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Registered Voters,867
SEA 34-1493,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Counted,137
SEA 34-1493,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Under Voted,4
SEA 34-1493,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,No,35
SEA 34-1493,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Yes,98
SEA 34-1493,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Over Voted,0
SEA 34-1493,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Registered Voters,867
SEA 34-1493,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Counted,137
SEA 34-1493,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Under Voted,10
SEA 34-1493,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1B,35
SEA 34-1493,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Proposition 1A,92
SEA 34-1493,City of Seattle Proposition Nos. 1A and 1B (continued),34,8,7,Total,Times Over Voted,0
SEA 34-1493,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Registered Voters,867
SEA 34-1493,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Counted,137
SEA 34-1493,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Under Voted,3
SEA 34-1493,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,No,25
SEA 34-1493,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Yes,109
SEA 34-1493,Seattle School District No. 1 Proposition No. 1,34,8,7,Total,Times Over Voted,0
SEA 34-1494,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Registered Voters,643
SEA 34-1494,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Counted,137
SEA 34-1494,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Under Voted,5
SEA 34-1494,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,No,48
SEA 34-1494,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Yes,84
SEA 34-1494,Seattle School District No. 1 Proposition No. 2,34,8,7,Total,Times Over Voted,0
SEA 34-1494,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Registered Voters,643
SEA 34-1494,City of Seattle Proposition Nos. 1A and 1B,34,8,7,Total,Times Counted,137
